original_text,sarcasm_score,performance_sentiment,price_sentiment,quality_sentiment,features_sentiment
"We were surprised at the quality and volume from such a small box. No issues connecting to it , works well.",0.44853413105010986,1.0,0.0,1.0,0.0
Seems durable but I thought I was getting a mint green backpack but this is more light blue. Disappointed. Seems durable though and I like all the pockets.,0.44427943229675293,0.0,0.0,0.0,0.0
"good product, delivery time good",0.4473327100276947,0.0,0.0,0.0,0.0
"The cord is very sturdy and stiff. That's both a good and bad thing. Good because it will last, but bad because it will not lay flat if connected to a computer that is elevated. However, that is the only thing I can say negatively about it. It will be a great travel addition to my computer bag.<br /><br />My Review Criteria: I do not review anything that I don't want/need for my own personal use and I have enough knowledge about it to provide accurate and useful details. I do tell it like it is and I am not influenced to provide feedback that isn't based on facts or my own experience. Therefore you can trust my unbiased review as if I were a friend looking out for your best interest and that of your hard-earned money.",0.4465613067150116,0.0,-1.0,0.5,0.0
"My main use is conference calls.<br />The good: Sound is pretty clear and mic works good.<br />The bad: does not hold charge as advertised. I believe the 32 hours advertising is standby power as I only get ~2 hours of usage per charge. Also, I don't use the buds during weekends as I use it mainly for work and every Monday the battery is drained.<br />For the price I paid ~$15, it's OK. But I think there are better options out there even at this price range now adays.",0.4452987015247345,0.5,0.0,0.0,0.0
Works as advertised maybe even better,0.4486033320426941,0.5,0.0,0.0,0.0
Works as described but i have yet to get a good feel for it for what i wanted to use it for.. it is quite heavy/bulky and the cable to the battery sometimes gets in the way. all in time.,0.44594714045524597,0.0,0.0,0.0,0.0
work as expected. very good quality.,0.44540128111839294,0.0,0.0,1.0,0.0
"Says works with 5G and is outdoor, however, when you read the instructions it says indoor use and only works with 2.4G.  It also doesnt connect to the app.  These companies need to be removed from amazon.",0.4472523033618927,-0.5,0.0,0.0,0.0
"Biggest issue, I've had it completely freeze 5 times now when trying to watch ring footage from cameras. Completely non responsive and took 20+ minutes before it crashed and reset.<br /><br />Little issues, I cant touch my face to it without it hitting buttons or muting while talking on the phone. I've never had this issue with iphone or samsung.<br /><br />Ill be looking to trade or return this in as soon as possible.",0.44454777240753174,0.0,0.0,0.0,0.0
"This is one of the best and solid protective case for my AirPods Pro, the material is tough. I decided to switch my old case because I felt the material was too soft, with my new case I am sure I wont have issues while transporting my Airpods anywhere. Excellent option if you are looking for a new AirPods case.",0.44358110427856445,0.0,0.0,0.0,1.0
"Brand new, these are working perfectly. If historical evidence is any indication, I will be revising my review in a couple months to complain about how they shorted out. I hope I’m wrong.",0.4427169859409332,1.0,0.0,0.0,0.0
I simply love it. Very easy to use. Wish I could do 3000 pictures at once but maybe my internet was too slow so I could only do a few hundred at once because the very old ones had to download from iCloud too. Oh and I wish it had a cover for one of the ends so when one end sticks out it doesn’t damage or debris can get in. Otherwise wonderful item.,0.4474564790725708,0.0,0.0,0.0,0.0
"I used these headphones every day at work for about head and the left  ear piece broke away from the headset. I would think a product like this would last longer than six months. I wanted to write to the seller, Zero Hobby, but there wasn’t an option to do that”",0.4434836804866791,0.0,0.0,0.0,-1.0
I would buy again.  Very good quality.,0.4460359811782837,0.0,0.0,1.0,0.0
"Seems to work well and the remote is great, better than others I have had, but the latch for the tape door is defective. The door opened as soon as I took it out of the box and it will not latch. Hoping a new one will not have the same problem since this is exactly what I need for my childrens program at church.<br /><br />UPDATE<br />the new one arrived in good condition as has worked great. No hassle returning the other one. Upgrading to 4 stars.",0.44526249170303345,0.0,0.0,0.0,0.0
This case is very sturdy and provides great protection without being too bulky or heavy. The patter is very pretty as well. I highly recommend and would definitely purchase this again!,0.44641080498695374,0.0,0.0,1.0,0.0
i love this projector however it has its issues the remote is very hard to deal with its small it lags in operation (not a remote issue but a system issue ) as it will not respond as you press the button so you will end up on the wrong menus closing out your current menu. it has a lot of lag.,0.44622957706451416,0.0,0.0,0.0,0.0
These Earbuds have really helped me calm down when things are a little too stressful. Love them! 5 stars.,0.4405147135257721,0.0,0.0,0.0,0.0
I bought these for my cell amplifier antenna connection. They should work fine. Good quality.,0.44677889347076416,0.0,0.0,1.0,0.0
"Good quality sound, easy to use.",0.4448782801628113,0.0,0.0,0.5,0.0
Used for family Christmas photo shoot. Tried to get package wrinkles out by ironing but couldn't. Wrinkles didn't show up in photos. Alls Good,0.4460059702396393,0.0,0.0,0.0,0.0
Purchased for a small portable radio. It works and the magnetic base is a plus.,0.4456659257411957,0.5,0.0,0.0,0.0
The pen was broken,0.4477393329143524,0.0,0.0,0.0,0.0
"The children like this cover, and we think it is cute.",0.4445333480834961,0.0,0.0,0.0,0.0
Good quality and super long!  Haven’t had any situations come up where the cord wasn’t long enough!,0.447116494178772,0.0,0.0,1.0,0.0
"This is an initial review....will update if any longer term issues are discovered.<br /><br />Wanted some spare batteries for my Gopro camera.  3 batteries plus a charger was a good way to help always have a charged battery ready to go.  The package arrived in a timely manner and was reasonably packaged.  Batteries charged overnight without issue using a spare USB plug adapter I had handy (I assume charge of 3 batteries would take forever using a standard computer USB port).  The batteries fit the camera and appear to work just fine.  The batteries claim 1800mah, original is 1720mah, so they should last as long as the oem versions, but I won't hold my breath based on other reviews...however, only time will tell.  The charger makes a nice carrying case for the batteries.<br /><br />So far, I am happy with the batteries and charger.  It was a good value for the price,  even if the batteries don't last quite as long as the oem versions.",0.44823068380355835,0.0,0.0,0.0,0.0
"As it turns out, this IS a wonderful product, but I thought I was ordering USB Storage--which it is not.<br />The SYNC system in my Ford car needs upgrading, Ford sent a letter saying take it to the dealership. I did. They did not know HOW to upgrade the SYNC system. So I went online and they said I needed 16 GB USB storage to download the upgrade to SYNC in my car--which apparently controls Navigation (Map) and radio, screen, bluetooth, WiFi, etc.--and which NOWHERE did the Ford dealer or anyone tell me that... had to learn it through the grapevine!  So while I will keep this product in case I need it in future, it's not what I actually needed... thanks to no one at my Ford dealer knowing what I actually needed!",0.4460179805755615,0.0,0.0,0.0,0.0
Easy interfacing use on Wi-Fi to Alexa device,0.4485782980918884,0.0,0.0,0.0,0.0
"Bought the Streambar Renewed.  Kudos to MallShop.  Item  was packed in a generic container but in like new condition and packing inside.  The sound is quite good for its size.  Nice solid feel and look.  I already have a ROKU box so just wanted it for a soundbar (for now).  BUT!!  To use it you must set up an account with ROKU and follow the steps.  One of the steps was to add a Credit Card for future streaming purchases.  I did not want to do that but there was not any ""Skip This Step"" or ""Decide Later"" to continue with setup.  Shame on you ROKU!  Also, an output for a powered SUB would make my audio setup soooooo much easier.  One Star off!!<br />EDIT 1:  The ROKU remotes are NOT compatible!!  WTF??",0.44951167702674866,0.0,0.0,0.0,0.0
Does not fit 2004 Pontiac Vibe as described. Was also listed as an Amazon perfect fit for my car.,0.4472789466381073,0.0,0.0,0.0,0.0
TBH I haven’t installed it yet. Probably will today. I hope it works as we need it to.,0.44289591908454895,0.5,0.0,0.0,0.0
faster and stronger signal,0.4502285420894623,1.0,0.0,0.0,0.0
I’m not as happy as I thought I would be… ordered a cat7 cord to see if it works better… the problem could be with my internet also so I’m keeping any negative options to myself! My next step is to try a new router if that doesn’t work than it must be the device 🙏🏻🤷🏼‍♀️🤷🏼‍♀️,0.44745945930480957,0.0,0.0,0.0,0.0
Fácil de instalar y muy buena,0.4460774064064026,0.0,0.0,0.0,0.0
Everything works great! Easy to install! If I. Can do it anyone can!!! Tech support has been great! They get back to you quick! Really impressive! Have had few camera issues and they were resolved ASAP!! Strongly recommend this company!!,0.4495752155780792,1.0,0.0,0.0,0.0
Family trip away from home wanted to have a back drop for memories. Great buy,0.4474930167198181,0.0,0.0,0.0,0.0
"I spent 30 minutes trying to find serial numbers requested by Arlo for both the chime and my brand new Nest device, and the Arlo support rep kept saying the Nest serial number was incorrect.  I sent photos of the actual serial number on the device and he still said it was wrong.  Not sure why it matters so much anyway.  Shouldn’t Support be able to walk me through without having serial numbers of other devices?  Anyway, he didn’t help and I will have to return the device.",0.44613194465637207,0.0,0.0,0.0,0.0
The sound is great. The headphones can connect to at least two devices at once. They are pretty lightweight and fairly comfortable.,0.4457172155380249,0.0,0.0,0.0,0.0
"So far I’ve only used the AM/FM radio but I can tell already that this is a very nice piece of equipment. For such a small item, the sound is anything but the tinny, small sound you might expect. It far exceeds my expectations.",0.4459691047668457,0.0,0.0,0.0,0.0
This is a wonderful speaker with cute lights!,0.44655951857566833,0.0,0.0,0.0,0.0
Needed for laptop to large monitor connection. It did the trick!,0.4464910626411438,0.0,0.0,0.0,0.0
"I got this so I could use my mouse, keyboard, and monitor at my desk to do some nonstandard stuff. It has worked wonderfully for that. Build quality is great. Power passthrough has worked fine and all of my peripherals have worked without any problems.",0.4461490213871002,0.0,0.0,1.0,0.0
"These are fun headphones. They are not for critical listening but the you need to spend quit a bit more. (boring for justudic enjoyment) I believe most people will love these. Yes the have a v shaped sound signature, but it is not exaggerated and music just sounds good. Again a little bass heavy but never obtrusive. The highs are great but never fatiguing. If your a high end audiofile then you may enjoy them for what they are. The average music fan or gamer should really enjoy these. I would recommend these highly. FYI I have some very high end headphones and audio gear and I luv these.",0.4447661340236664,0.0,0.0,0.0,0.0
Gr8 sound quality,0.4492030739784241,0.0,0.0,1.0,0.0
"I bought this so my brother can get wifi in his trailer using my Verizon account.  It was relatively easy to hook to the phone after I took it to Verizon to get them to update my account for it.  My brother says it is working well so far, after a few days.",0.4436520040035248,0.5,0.0,0.0,0.0
I used it to adapt a coax cable antenna to an old lead in wire for a retro stereo receiver. It works fine.,0.447562575340271,0.5,0.0,0.0,0.0
Listening to streaming classical music. All plastic yet probably strong enough. Wide-range sound with no coloration. No built-in volume control - very sensitive hence loud.,0.44858887791633606,0.0,0.0,0.0,0.0
Sonido,0.44716525077819824,0.0,0.0,0.0,0.0
"Let me start off by saying I wasn't planning on picking up the kit with the thermal paste wipes but I'm glad I did... one wipe takes off all of your paste No joke. Say bye to paper towel with isopropyl alcohol , or isopropyl alcohol lens wipes that takes 2-3 minutes and 3+ wipes to get off. The thermal paste wipes do have a chemical odor to them, I'd just advise placing them in a plastic bag then taking it out like cat litter afterwards, or it may make the trash in the household stink a little. The smell is worth the ease for removing old/preapplied paste.<br /><br />Can't really say how much better this paste is than my old corsair tm-30 paste since I did upgrade from a 240mm aio to a 360. But its thermal paste, just works. Does seem to be high quality stuff, a little viscous but still easy to work with and not a headache. Chose to spread it with a thermal paste spreader due to the viscosity that I wasn't used to, instead of letting pressure from screwing the waterblock on doing the spreading.<br /><br />Will buy this again if/when I run out as long as arctic doesnt come out with an mx-7!",0.44393208622932434,0.0,0.5,0.5,0.0
Great price. Needed a replacement power cable for the Alesis Turbo electronic drum set. This work perfect.,0.44630593061447144,0.0,1.0,0.0,0.0
"Excelente diseño, muy robusta para viajes y con diferentes departamentos, muy útil para trasladar diferentes accesorios, incluidos laptop y con enchufe para cargar el Móvil. Me gusto mucho esta mochila, esta genial.",0.43810006976127625,0.0,0.0,0.0,0.0
"These are very annoying to use if your an iPhone user and kind of expensive for headphones. They do not automatically connect to your iPhone like AirPods do, which is very frustrating. I sent them back as I found I wasn’t really using them much.",0.4442972242832184,0.0,-0.5,0.0,0.0
"It is okay! Easy to hold, but the front flap is significantly larger than the iPad and hangs over which is bothersome.",0.44683727622032166,0.0,0.0,0.0,0.0
Almost 1/3 of them didn’t work,0.44720563292503357,0.0,0.0,0.0,0.0
"It’s a cute little radio, but I don’t get a signal on any band! It already feels like we’re in an apocalypse and no one is broadcasting! Yes I have the antenna up, the volume turned high. Can’t get any AM or FM station, or the Weather Band.",0.44210726022720337,0.0,0.0,0.0,0.0
"Took this screen on the road to a conference / trade show before I ever attempted to power-on. Once at my location, could NOT get any screen other than what look like a diagnostic screen by doing a re-boot or reset.<br /><br />A high-quality 10GB Cable solved the issue... All USB-C cables are clearly NOT capable to provide a signal for this monitor.",0.4429963529109955,0.0,0.0,1.0,0.0
Ease of ordering an product does exactly what it says it would do and if it don’t it’s no problem to get refund or find the or product the fits my situation.,0.44549044966697693,0.0,0.0,0.0,0.0
"I clicked the buttons a few times after taking it out of the box and now the white light button will not hold.  Can not turn the unit on. Also, no way this light is as strong as stated... it is perhaps 500 lumen at best.  I believe that having the to press the on/off button 3 times while under water would be a pain as well. Do not buy this product.",0.447742223739624,0.0,0.0,0.0,0.0
It's awesome. Easy to carry around and it sounds great and you can pair 2 of them together and has an amazing sound.,0.44682204723358154,0.0,0.0,0.0,0.0
"I had been wanting something that would enable me to shoot video’s from different angles, for my product reviews. This camera mount worked out great. It fits my Samsung phone no problem. The ring light solves any lighting problems and you can control the brightness level as needed. A very handy product that fits many needs.",0.448787659406662,0.0,0.0,0.0,0.0
Had to return it cause it didn’t work properly with my Nintendo switch,0.4443783760070801,0.0,0.0,0.0,0.0
"Thank you!  Don't know what I would have done without this little converter.  Allowed me to run RCA from my WiiM PRO streamer into my Rolls Bellari PA555,Tube Preamplifier (Only RCA on this unit) then RCA out with conversion to SPDIF into my Denafrips DAC-(No RCA-in on this dac). Then I run Balanced out from the DAC to Balanced in on my Yamaha receiver which I run Pure-Direct to my Bi Amped Bowers & Wilkens CM10 S2 Towers.  Pure Bliss!",0.44733163714408875,0.0,0.0,0.0,0.0
Stupid think never turned on,0.447131872177124,0.0,0.0,0.0,0.0
"This keyboard sleeves has a very soft touch, and good quality, the only thing that bothered me a little is that I can’t see the intern light on the actual keyboard that I have in my MacBook, so I can’t use it at night as I use majority of the time.",0.44541239738464355,0.0,0.0,0.5,0.0
"This attaches to the top of my monitor with easy. It is dependable and has a high quality picture for my Zoom alls. Also the microphone is strong enough to pick up my voice, without using a headset or other external microphone.",0.4486315846443176,0.0,0.0,1.0,0.0
Nice small compact recorder. I use it for amateur repeater ID and for sending CQ . You can extend its recording length to 30 seconds by changing one resistor. Look this function up on a data sheet.,0.4463210999965668,0.0,0.0,0.0,1.0
this camera was really easy to set up and install with a ton of great features.It included lights so I didn't have to order a light for the house and it could connect to my phone which was great and I didn't need a big setup. The picture quality is outstanding.,0.44613057374954224,0.0,0.0,1.0,1.0
i have other mounting brackets and this is by far the easiest to install,0.4480215609073639,0.0,0.0,0.0,0.0
Nice long cords and super fast charging. These are so much cheaper than the name brand chargers but work just as well. I’m very happy with them!,0.4468051791191101,1.0,0.5,0.0,0.0
"Product was neatly packaged, which made installation a breeze. Works excellent, and at the price point was an outstanding benefit.",0.44564229249954224,1.0,1.0,0.0,0.0
Works great but didn’t like the fact that it states it comes with the cable holders so it would save me time and but mine didn’t come with them so had to go out to the store to buy them besides that the cable worked fine,0.4485621452331543,0.0,0.0,0.0,0.0
Good 👍🏻,0.44718316197395325,0.0,0.0,0.0,0.0
"Works great. Comes with thermal paste already applied on the heatsink. It's pretty tall, so make sure the case can accomodate it. Be careful when installing because the metal part can cut you.",0.4507736563682556,1.0,0.0,0.0,0.0
"just what it says it is!  this makes a decent desktop charging station, if you like the tower design.  I don't like how large it is, but I do like the layout of the outlets A LOT, it is really friendly for big ugly adapters.  And having USB charging ports lets me get rid of some wall warts.  The usb-c is not high powered (fast charging) and most lower-power devices use usb-a -> c cables now.  So for my money I'd rather have one more usb-a port (QC a bonus) or a fast-charge/PD usb-c.<br />funny it says rate the features for traveling - it takes up far too much space to travel with, for me.",0.4478744864463806,-0.5,0.0,0.0,0.0
My daughter love ❤️ this device! Great Drawings!,0.4475603699684143,0.0,0.0,0.0,0.0
The angled end allows you to charge while using the iPad in portrait mode without bending the wire.  The long cord allows you to charge your device from several feet away.,0.4483407735824585,0.0,0.0,0.0,0.0
Just bought a Asus Studio ProArt laptop with a 3080ti and this capture card causes lines on the screen in OBS when recording video (not streaming). I wish I could have returned this,0.4492144286632538,0.0,0.0,0.0,0.0
"I tried these earbuds for about a month. The sound and battery life were good. Sometimes they fell out of my ear when I was walking outside. The downside of these is the mic. It didn't matter which platform I was on, the receiving end would say they can't hear me. After I got new, different earbuds, I knew these buds were the problem.",0.4458833932876587,0.0,0.0,0.0,0.0
"For an amateur about to go snorkeling for the first time, I didn't want to pay for a gopro. This was a fraction of the price. Picture quality is good. Easy to use, once I watched a YouTube tutorial.",0.44468551874160767,0.0,0.0,0.5,0.0
When you first try them on it takes a little while to get use to them,0.44934725761413574,0.0,0.0,0.0,0.0
"I have the glorious gmmk pro 75% keyboard with the lynx linear switches. I wanted shine through key caps which is why I went with the razer lime green ones as well as the razer phantom key caps for the keys I didn’t use much and didn’t care to see. My favorite colors are green and black obviously. I thought these would be a nice accent for my keyboard. I went with the green ones, and I love them! I thought they would’ve been more on the lime side like the picture but I actually don’t mind the darker green. They feel smooth on my fingers and sound great on my switches. The back space on my keyboard sounded weird so I decided not to put it on there. I do really wish I could’ve changed my space bar but no other space bars I tried work on my keyboard for some reason. So the black phantom keycap will stay. Overall I really love these Keycaps, they are different and make a great accent piece for my keyboard. Made of a sturdy plastic and they look amazing. I highly recommend, they have many colors to chose from which is awesome.",0.44837021827697754,0.0,0.0,1.0,0.0
There really isn’t anything I don’t like about this product. Everything I needed was in the box. I have a Furrion hookup prewired and the adapter piece fit right on it and I was able to connect the camera no problem. I have a 26 ft. trailer and I was worried the wireless feature might not work but it does great.,0.44898897409439087,0.0,0.0,0.0,0.5
it works perfectly.  good sound quality,0.44664105772972107,1.0,0.0,0.5,0.0
"This set is great for someone starting to explore sculpting and learning what tools they like and techniques. They are obviously not professional, but for the price they work well.",0.44445568323135376,0.0,0.0,0.0,0.0
"Hey, not sure on the quality, but I only ordered these because of the metallic color green…. As you can see, they’re not the same. I took a photo with and without flash.",0.4504155218601227,0.0,0.0,0.0,0.0
Sound is great. It is as good as advertised.,0.4472450017929077,0.0,0.0,0.0,0.0
Used this camera to keep an eye on my cat during a trip and it worked so flawlessly! Quality is amazing too! The app is good and connecting it was pretty simple. Awesome!,0.44508540630340576,0.0,0.0,1.0,0.0
I have been really please with the battery life of the product and the sound quality is top notch,0.4472463130950928,0.0,0.0,1.0,0.0
"la verdad por ahora me ha sido muy útiñ que tenga para guardar el lápiz ahí mismo para no perderlo, por ahora me ha durado su rigidez al apoyarse esta bien por ahora no se cae me mantiene el ipad en su posición, su diseño muy bonito y los colores vivos! buen articulo",0.43726402521133423,0.0,0.0,0.0,0.0
It did improve the performance of my older laptop as it replaced an old mechanical drive.  CloneZilla is your friend.,0.4419267773628235,0.5,0.0,0.0,0.0
I love these buds!,0.4472315311431885,0.0,0.0,0.0,0.0
my granddaughter loves it!  She's in school to study architectural design,0.4491710066795349,0.0,0.0,0.0,0.0
This good audio,0.44542455673217773,0.0,0.0,0.0,0.0
"I've been using these headphones for my WFH office for over a year now. They are prefect for this. By no means are they audiophile headphones, but they have good enough sound quality that I don't mind using them all day. The noise cancelling is just okay, nothing phenomenal, but it's better than just normal closed headphones.<br />The only thing I don't like about these is the microphone quality. My webcam's built in mic sounds better, so I end up using that most of the time",0.4419163763523102,0.0,0.0,0.0,0.0
"VENTION Wireless Earbuds Bluetooth 5.3 Headphones Call Noise Reduction Ear Buds with Charging Case come in a sleek looking package. The earbuds are very difficult to get out of the charging case as they are slippery hard plastic and held in the case by magnets. The sound is shrill and lacking low end bass notes. For music these would be tiring to listen to for a long time and the sound quality is much less than other earbuds I have used. The non-contact buttons get pressed too easily and make the phone go into modes you do not want to be in. Overall, I find these difficult to use when compared to other brands I have used.<br />Update: After listening to rap music on these I can say they definitely have decent bass and sound good with that type of music. Battery life is pretty good also. Added two stars after further testing. For the price not bad.",0.4468666911125183,0.0,0.0,-0.5,0.0
This looks like a larger version of my handbag. It is very stylish and I can carry my laptop and all the stuff from my purse in one bag.,0.44519421458244324,0.0,0.0,0.0,0.0
"Spent hours to get one out five to work on all 4 pairs.  No instructions in packages so a visit to the manufacture's WWW provided instructions.  Trimming the wire using instructions will fail.  Had to use a little excess to taunt the 8 wires when pressing the plastic clam shells together.  Examining the fails, the contact cutters are not cutting into the insulation uniformly.  And this fact makes them useless.",0.4479053020477295,0.0,0.0,0.0,0.0
"Sustained write a a little slower than expected, not a dealbreaker.",0.44643262028694153,0.0,0.0,0.0,0.0
Great. Love the USB port to play music,0.4483150541782379,0.0,0.0,0.0,0.0
I bought these for working in the shop so i can take phone calls and listen to music. I chargered them like they told me to and the battery only lasts maybe 30 mins tops. I would love to find out if I could send them back and get a new pair or just get my money back.,0.447011798620224,1.0,-1.0,0.0,0.0
Tried two different ways an could not get it to connect returned,0.44802939891815186,0.0,0.0,0.0,0.0
Compatible with my Apple laptop. Recommended for a quick grab and go and forget about it mouse to put in the laptop bag and use when you need something and have nothing else. The DPI seems fine. It did jump a little here and there on me but it may have just been the desktop I was using. I do not use a mouse mat usually. It worked great with the latest OSX version and had no issues with it overall.<br />Recommended portable wireless mouse.,0.4412861168384552,0.0,0.0,0.0,0.0
Introducing my grandson to component stereo system.  This is a nice amp with all the features you need.,0.4468589425086975,0.0,0.0,0.0,1.0
"I am a frequent user of canned air and living in the Southwest I try to have a can of canned air at the ready all the time.  Since I use canned air all the time replacing them has become an expense I have started to really notice and I needed to find a way to cut back (financially) but I still need to be able to dust and clean things when necessary.  I have done some research on several of these cordless, compressed air dusters and this one really stood out from all the others.  The first and most important was its powerful 110000RPM capable motor.  This allows for air flow much higher than most of the other units on the market and allows for cleaning in between keyboard keys, dusting off motherboard fans and general daily maintenance of most products.  Secondly, is the 7800mAh battery which allows me to charge this unit up and it can hold charge (for my use) for weeks before I need to recharge it.  It has three speeds and a light at the from that helps when cleaning things in dark spaces.  This is a must have for those, like me, who want a great canned air replacement.",0.44498535990715027,0.5,0.0,0.0,0.0
I had just upgraded to a 6700xt and it fit with spare room to fit a AIO! This case is what I needed! Looks great and keeps the noise levels down while looking amazing!,0.4473429024219513,0.0,0.0,0.0,0.0
it came with half the product code tore off from tape or something,0.4479103088378906,0.0,0.0,0.0,0.0
"Storage capacity was fine, installation was simple like any other hdd. Reliability is where it was lacking for me. Less than 3 years is fairly short for a hard drive. It does have a 5 year manufacturer warranty but all the hoops you have to jump through makes it difficult to get replaced. Other than that it worked great until it failed young.",0.4462222754955292,0.0,0.0,0.0,0.0
They fall out of ears constantly,0.44756853580474854,0.0,0.0,0.0,0.0
"I was skeptical when these came in, but after using them for over a month, I'm very impressed. They stay comfortably in my ears for long periods of time. The sensitivity for the tap to pause is almost too much, but once you get used to it it's not a problem. Very good overall",0.4437089264392853,0.0,0.0,0.0,0.0
"This Pic frame was awesome. Yes, was... I had to send it back because my mom bought everyone in the family a different brand digital frame. This frame, however, took less than 5 mins to set up with the app and add pics and be completely amazing! 2 weeks later and we still do not have all the other frames working right! I wish we would have sent all of the others back and ordered more of these.",0.448148638010025,-0.5,0.0,0.0,0.0
This cover fits my phone ans is good for dropping protection.,0.4425269663333893,0.0,0.0,0.0,0.0
"It's durable and well made, but it DOES need an outdoor antenna (wire will do nicely) and a good counterpoise to receive stable signals, otherwise ""Clear Channel"" AM stations on any band give erratic receive volume and clarity.  I found that 10 meters (33 feet) of wire under the eaves of the building as the antenna, plus 10 meters of wire forming a rectangle upon the legs of the bed as the ""ground"", settles things down nicely.  (A BNC male to dual binding post adapter helps.)  The battery holds a good charge, delivering at least overnight listening, and charges quickly from a USB outlet.  I did not give this device five stars because its operation is digital, but the wait between dial change and sound resumption is faster than most such radios costing quite a bit more.  Now if international short-wave stations would come back, we could get fake news from everywhere!",0.4477634131908417,0.5,0.5,0.0,0.0
No sound,0.4487212598323822,0.0,0.0,0.0,0.0
Don't know yet we need a rocket scientist to Link to my wife phone and that's after I had to close my account because it was hacked don't buy,0.4463421106338501,0.0,0.0,0.0,0.0
It works really well.  I cloned completely data to SSD.,0.44284600019454956,1.0,0.0,0.0,0.0
Night light not too bright but everything else works fine.,0.44449788331985474,0.0,0.0,0.0,0.0
The mouse was a little large for my kid but my kid will grow into it. Also now you can buy different color track balls to make this item a custom job!,0.4478801488876343,0.0,0.0,0.0,0.0
Love these headphones they are very comfortable and loud. I love how clear the sound is. The shipping was really fast too.,0.4467095136642456,-0.5,0.0,0.0,0.0
"The assembly was simple.<br />The instructions through the app were cristal clear.<br />It was basically plug and play and I am happy with my order! Im surprised considering the cost of these, they work like a 100$+ camera!",0.44738131761550903,0.0,1.0,0.0,0.0
Great tablet and it’s a great value.,0.44393599033355713,0.0,1.0,0.0,0.0
"Nice product, allows for multiple input styles, but it’s not made well enough to run a USB item (like a portable hard drive or mouse) AND the hdmi at the same time. It just shuts down and you have to pick one or the other",0.4469429850578308,0.0,0.0,0.0,0.0
"This thing does what it's suppose to do. If you have a good car stereo that lacks Bluetooth, this will fix that as long as you have a way to power it via USB. Simple to connect and you're good to go.",0.44611290097236633,0.0,0.0,0.0,0.0
"I absolutely love this briefcase. It’s small enough for a weekend vacation but also big enough to carry all my essential needs. It’s also the perfect size to be considered a carry on.  I love that I can carry this as an arm bag and also use it as a rolling luggage.  The handle bar that retracts is a rose gold color, which I think is really cute. Also, the retractable handle retracts inside the bag and has a cover that you can zip close for when you’re using it as a arm bag.  I love that this luggage features a numbered combination zipper lock that ensures all of my belongings are secure. The bag overall is very sleek and streamline. It looks very professional. If I had to describe the style of it, I would definitely say this is a business professional luggage bag, which is some thing I was looking for since the only luggage I owned, looks very much like a family vacation rolling luggage.  I would definitely recommend this if you’re looking for an upgrade from your typical luggage, and want something more upscale.",0.4471769630908966,0.0,0.0,0.0,1.0
"Update: the seller reached out to me and wanted to make things right, so they gave me a full refund AND are shipping me a new free mouse. You don't get customer service like that often. I highly recommend buying from this seller, even if their ergonomic mice only last 1-2 years.<br /><br />Original review: This is a great mouse when it works. I won't go into much detail, but it's really a solid mouse.<br /><br />However, I've now ordered two different mice and both of them just stopped working after about 1-2 years. Fully charged, tried putting the USB in many different ports – nothing worked.<br /><br />I would change my review if the seller would provide me with a functional replacement, but otherwise I'm going to have to go with a different brand that lasts longer.",0.4488421678543091,-0.5,0.0,0.0,0.0
"I have had problems with this since I've owned it for several years. The issue is that every now and then it fails to pass data on the ethernet and the fire stick says it is not ""connected"" and gives you the option to connect via wifi that you don't or cannot do which is why you purchased this!!! The stick doesn't have an option on the interface to select ethernet, it just accepts it. The help pages are full of years of folks having this problem. Amazon needs to fix this. If you get this you may just get the version a lot of people have gotten that makes you cycle power repeatedly to get your ethernet back. Mine finally doesn't do even that now so I have to use wifi or buy another adapter. OBTW I am IT savvy and all my wired computers and other stuff (some using the same ethernet links) still can see the internet when the sick through the adapter doesn't. They need to fix the adapter box and updated the stick software to recognize that option.",0.44769731163978577,0.0,0.0,0.0,-1.0
I love this color and the quality of these are great!,0.4482157528400421,0.0,0.0,1.0,0.0
The silicone is thick and protects the case easily and it fit perfectly.,0.4466935694217682,0.0,0.0,0.0,0.0
"Decent sound, comfortable fit.",0.44401490688323975,0.0,0.0,0.0,0.0
The durability is great and it totally is light weight,0.4491311013698578,0.0,0.0,1.0,0.0
"[[VIDEOID:68411d5e7c99c542007c220d95b5bf67]] Overall it is not bad, but closure not working with apple pen in🤷‍♀️",0.44570624828338623,0.0,0.0,0.0,0.0
sound was bad,0.44419342279434204,0.0,0.0,0.0,0.0
Very easy to download photos.,0.44501861929893494,0.0,0.0,0.0,0.0
It's a good watch,0.44811153411865234,0.0,0.0,0.0,0.0
Great looking stands.  Easy to put together.  These would be good for small to mid size bookshelf speakers.,0.44810983538627625,0.0,0.0,0.0,0.0
One part doesn't snap on the best but it is a lovely product and the keyboard silicone is great,0.44801706075668335,0.0,0.0,0.0,0.0
works well in the US and in Europe<br />compatible with a host of different laptops<br />I would recommend this,0.44380080699920654,1.0,0.0,0.0,0.0
"So far this modem router is WAY better than my previous Netgear. The previous one had 2 antenna but broke n flimsy. This one is built in and has more range!! I have much faster n further range now! The wired speed is way higher than the wireless speed, which is normal but I wish the wireless speed was higher n closer to the wired soeeds. Haven't tried the telephone part yet. Getting that hooked up n a phone next week. But so far so good! I'll update if anything changes.",0.44453907012939453,1.0,0.0,0.0,0.0
Reader would not initialize on a MacBook Air.,0.442062109708786,0.0,0.0,0.0,0.0
